分类1	分类2	cate-flag	食材名称	热量	碳水化合物	蛋白质	脂肪	归经	性	味
小吃、甜饼	蛋糕、甜点	142#1455	香橙水果馅饼	447.00	4.80	19.00	64.20	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1403	蛋糕	348.00	8.60	5.10	67.10	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1405	蛋清蛋糕	339.00	6.50	2.40	72.90	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1406	宫廷蛋糕	335.00	7.40	3.40	69.20	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1407	老年蛋糕	384.00	13.00	9.60	61.80	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1408	奶油蛋糕	379.00	7.20	13.90	56.50	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1409	西式蛋糕	316.00	7.80	3.40	63.80	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1412	月饼(百寿宴点)	435.00	5.10	22.10	55.30	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1413	月饼(奶油果馅)	443.00	5.70	16.90	67.60			
小吃、甜饼	蛋糕、甜点	142#1414	月饼(奶油松仁)	446.00	6.40	21.40	59.00	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1415	月饼(唐王赏月)	418.00	8.00	18.40	57.80	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1416	月饼(五仁)	424.00	8.00	16.00	64.00	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1417	月饼(香油果馅)	456.00	6.30	19.70	65.20	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1418	月饼(枣泥)	427.00	7.10	15.70	64.90	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1419	月饼(蛋黄)	402.00	6.00	20.00	50.20	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1420	月饼(豆沙)	334.00	5.40	6.90	64.80	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1421	月饼(桂花板栗)	339.00	5.70	6.60	66.30			
小吃、甜饼	蛋糕、甜点	142#1422	月饼(奶油莲芸)	381.00	5.50	13.00	60.40	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1423	板油酥饼	360.00	7.60	14.90	49.40	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1424	蛋黄酥	388.00	11.70	3.90	76.90	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1425	蛋麻脆	456.00	9.00	17.40	66.70			
小吃、甜饼	蛋糕、甜点	142#1426	德庆酥	464.00	5.90	18.70	70.00	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1427	鹅油卷	464.00	8.40	22.70	57.40			
小吃、甜饼	蛋糕、甜点	142#1428	凤尾酥	511.00	6.60	25.30	64.20	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1429	福来酥	470.00	6.20	21.40	64.20	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1430	核桃簿脆	493.00	9.80	24.60	61.10	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1431	黑麻香酥	430.00	5.60	16.10	67.30	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1432	黑洋酥	396.00	4.20	12.40	70.60	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1433	混糖糕点	455.00	7.90	16.30	69.50	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1434	鸡腿酥	436.00	6.20	13.40	72.70	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1435	夹心酥饼	482.00	5.30	24.70	59.70	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1436	江米条	440.00	5.70	11.70	78.10	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1437	金钱酥	489.00	11.40	23.10	62.60	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1438	京式黄酥	490.00	6.00	21.80	67.70	肝,大肠	温	甘,酸
小吃、甜饼	蛋糕、甜点	142#1439	开口笑	519.00	8.40	30.00	55.30			
饮料	汽水	161#1589	橙珍(易拉罐装)	25.00	0.10	0.00	6.10	肝,大肠	温	甘,酸
饮料	汽水	161#1590	橙汁汽水	20.00	0.00	0.00	5.10	肝,大肠	温	甘,酸
饮料	汽水	161#1591	柠檬汽水	38.00	0.00	0.00	9.50	肝,大肠	温	甘,酸
饮料	汽水	161#1592	特制柠檬汽水	50.00	0.00	0.00	12.50	肝,大肠	温	甘,酸
饮料	汽水	161#1593	可口可乐	44.00	0.10	0.00	10.80	肝,大肠	温	甘,酸
饮料	果汁	162#1594	VC橘汁	95.00	0.10	0.20	23.20	肝,大肠	温	甘,酸
饮料	果汁	162#1595	浓缩橘汁	235.00	0.80	0.30	57.30	肝,大肠	温	甘,酸
饮料	果汁	162#1596	鲜橘汁(纸盒)	30.00	0.10	0.00	7.40	肝,大肠	温	甘,酸
饮料	果汁	162#1597	橘子汁	119.00	0.00	0.10	29.60	肝,大肠	温	甘,酸
饮料	果汁	162#1598	刺枚汁(纸盒)	32.00	0.00	0.00	8.10	肝,大肠	温	甘,酸
饮料	果汁	162#1599	甘蔗汁	65.00	0.40	0.10	16.00			
饮料	果汁	162#1600	红果汁	157.00	0.00	0.20	38.70			
饮料	果汁	162#1601	柠檬汁	27.00	0.90	0.20	5.50	肝,大肠	温	甘,酸
饮料	果汁	162#1602	沙棘果汁	47.00	0.90	0.50	10.60	肝,大肠	温	甘,酸
饮料	果汁	162#1603	乌梅汁	133.00	0.20	0.10	32.80	肝,大肠	温	甘,酸
饮料	果汁	162#1604	原汁沙棘	48.00	2.60	0.00	9.30	肝,大肠	温	甘,酸
饮料	果汁	162#1605	苹果果肉饮料	52.00	0.10	0.40	12.10	肝,大肠	温	甘,酸
饮料	果汁	162#1606	芒果汁饮料	48.00	0.10	0.00	12.00	肝,大肠	温	甘,酸
饮料	果汁	162#1607	沙棘果浆	326.00	0.30	0.50	80.20	肝,大肠	温	甘,酸
饮料	果汁	162#1608	山楂果肉饮料	56.00	0.10	0.20	13.90	肝,大肠	温	甘,酸
饮料	果汁	162#1609	酸枣果汁饮料	27.00	0.10	0.00	6.70	肝,大肠	温	甘,酸
饮料	果汁	162#1610	西番莲汁饮料	50.00	0.20	0.10	12.00	肝,大肠	温	甘,酸
饮料	果汁	162#1611	西柚汁饮料	35.00	0.60	0.40	7.30	肝,大肠	温	甘,酸
饮料	果汁	162#1612	椰子汁饮料	51.00	0.70	2.40	6.60	肝,大肠	温	甘,酸
饮料	果汁	162#1613	杏仁椰汁饮料	39.00	0.60	0.10	9.00	肝,大肠	温	甘,酸
饮料	茶	166#1621	茶叶(砖茶)	283.00	14.50	4.00	66.70	肝,大肠	温	甘,酸
饮料	茶	166#1622	茶砖(小)	308.00	15.10	4.00	68.90	肝,大肠	温	甘,酸
饮料	茶	166#1623	红茶	324.00	26.70	1.10	59.20	肝,大肠	温	甘,酸
饮料	茶	166#1624	花茶	316.00	27.10	1.20	58.10	肝,大肠	温	甘,酸
饮料	茶	166#1625	甲级龙井	331.00	33.30	2.70	48.90	肝,大肠	温	甘,酸
饮料	茶	166#1626	绿茶	328.00	34.20	2.30	50.30	肝,大肠	温	甘,酸
饮料	茶	166#1627	石榴花茶	343.00	10.50	2.90	74.20	肝,大肠	温	甘,酸
饮料	茶	166#1628	柿叶茶	321.00	25.80	1.90	59.10	肝,大肠	温	甘,酸
饮料	茶	166#1629	铁观音茶	334.00	22.80	1.30	65.00	肝,大肠	温	甘,酸
饮料	茶	166#1630	珠茶	334.00	28.70	1.70	58.30	肝,大肠	温	甘,酸
饮料	茶	166#1631	大麦茶	393.00	13.00	3.40	77.60	肝,大肠	温	甘,酸
饮料	茶	166#1632	茶水	0.00	0.10	0.00	0.00	肝,大肠	温	甘,酸
饮料	茶	166#1633	大麦茶水	1.00	0.00	0.00	0.30	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#1	小麦	339.00	11.90	1.30	75.20	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#2	五谷香	378.00	9.90	2.60	78.90	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#3	标准粉	349.00	11.20	1.50	73.60	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#4	富强粉	351.00	10.30	1.10	75.20	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#5	小麦粉(特二粉)	352.00	10.40	1.10	75.90	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#6	小麦胚粉	403.00	36.40	10.10	44.50	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#7	麸皮	282.00	15.80	4.00	61.40	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#8	小麦粉(标准粉)	349.00	11.20	1.50	73.60	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#9	小麦粉(富强粉、特一粉)	362.00	12.30	1.50	74.90	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#10	小麦粉(特制)	367.00	13.30	2.20	73.50	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#11	挂面(标准粉)	348.00	10.10	0.70	76.00	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#12	挂面(精制龙须面)	348.00	11.20	0.50	74.70	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#13	面条	286.00	8.30	0.70	61.90	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#14	面条(标准粉，切面)	283.00	8.50	1.60	59.50	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#15	面条(富，切)	286.00	9.30	1.10	59.90	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#16	面条(特粉，切面)	287.00	7.30	0.10	64.50	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#17	面条(干切面)	355.00	11.00	0.10	77.70	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#18	面条(虾蓉面)	436.00	8.50	15.10	68.30	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#19	通心面(通心粉)	351.00	11.90	0.10	75.80	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#20	挂面(富强粉)	363.00	13.00	1.50	74.70	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#21	龙须面(素)	359.00	10.80	1.80	75.70	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#22	龙须面(鸡蛋)	352.00	14.00	1.80	71.50			
饮料	含酒精饮料	171172173#23	面条(富强粉，切面)	277.00	8.90	0.40	60.70	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#24	面条(富强粉，煮)	107.00	3.90	0.40	22.80	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#25	花卷	214.00	6.40	1.00	45.60	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#26	空锅饼	278.00	8.60	0.20	60.90	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#27	烙饼(标准粉)	259.00	7.50	2.30	52.90			
饮料	含酒精饮料	171172173#28	馒头	223.00	7.00	1.10	47.00	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#30	烧饼(加糖)	298.00	8.00	2.10	62.70	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#31	油饼	403.00	7.90	22.90	42.40	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#32	油条	388.00	6.90	17.60	51.00	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#33	花卷(加牛奶)	282.00	6.50	3.20	58.90	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#34	馒头(富强粉)	235.00	7.10	1.30	50.90	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#35	水面筋	142.00	23.50	0.10	12.30	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#36	油面筋	493.00	26.90	25.10	40.40	肝,大肠	温	甘,酸
饮料	含酒精饮料	171172173#37	面筋(肉馅)	364.00	16.20	33.20	0.10	肝,大肠	温	甘,酸
饮料	黄酒	171#1661	啤酒		0.40	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1662	清爽型啤酒(6度)		0.40	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1663	葡萄酒		0.10	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1664	白葡萄酒		0.10	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1665	红葡萄酒		0.10	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1666	玫瑰香葡萄酒(15度)		0.10	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1667	黄酒		1.60	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1668	江米酒		1.60	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1669	糯香酒(6.4度)		0.00	0.00		肝,大肠	温	甘,酸
饮料	黄酒	171#1670	花雕酒(16.5%)	30.00	1.00	0.00	6.50	肝,大肠	温	甘,酸
饮料	白酒	172#1671	二锅头(58度)		0.00	0.00				
饮料	白酒	172#1672	精制小麦酒		0.00	0.00		肝,大肠	温	甘,酸
饮料	白酒	172#1673	曲酒(55度)		0.00	0.00		肝,大肠	温	甘,酸
饮料	白酒	172#1674	小麦酒(48度)		0.00	0.00		肝,大肠	温	甘,酸
饮料	白酒	172#1675	茅台酒(53%)	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
饮料	白酒	172#1676	五粮液(52%)	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
饮料	白酒	172#1677	伏特加	0.00	0.00	0.00	0.00			
饮料	白酒	172#1678	威士忌	0.00	0.00	0.00	0.10	肝,大肠	温	甘,酸
饮料	果酒	173#1679	苹果酒(干型)	10.00	0.00	0.00	2.60	肝,大肠	温	甘,酸
饮料	果酒	173#1680	苹果酒(甜)	17.00	0.00	0.00	4.30	肝,大肠	温	甘,酸
饮料	果酒	173#1681	果汁朗姆酒(9.9%)	132.00	0.40	1.90	28.30	肝,大肠	温	甘,酸
饮料	果酒	173#1682	鸡尾酒	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1661	啤酒		0.40	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1662	清爽型啤酒(6度)		0.40	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1663	葡萄酒		0.10	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1664	白葡萄酒		0.10	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1665	红葡萄酒		0.10	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1666	玫瑰香葡萄酒(15度)		0.10	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1667	黄酒		1.60	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1668	江米酒		1.60	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1669	糯香酒(6.4度)		0.00	0.00		肝,大肠	温	甘,酸
含酒精饮料	黄酒	171#1670	花雕酒(16.5%)	30.00	1.00	0.00	6.50	肝,大肠	温	甘,酸
含酒精饮料	白酒	172#1671	二锅头(58度)		0.00	0.00		肝,大肠	温	甘,酸
含酒精饮料	白酒	172#1672	精制小麦酒		0.00	0.00		肝,大肠	温	甘,酸
含酒精饮料	白酒	172#1673	曲酒(55度)		0.00	0.00		肝,大肠	温	甘,酸
含酒精饮料	白酒	172#1674	小麦酒(48度)		0.00	0.00		肝,大肠	温	甘,酸
含酒精饮料	白酒	172#1675	茅台酒(53%)	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
含酒精饮料	白酒	172#1676	五粮液(52%)	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
含酒精饮料	白酒	172#1677	伏特加	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
含酒精饮料	白酒	172#1678	威士忌	0.00	0.00	0.00	0.10	肝,大肠	温	甘,酸
含酒精饮料	果酒	173#1679	苹果酒(干型)	10.00	0.00	0.00	2.60	肝,大肠	温	甘,酸
含酒精饮料	果酒	173#1680	苹果酒(甜)	17.00	0.00	0.00	4.30	肝,大肠	温	甘,酸
含酒精饮料	果酒	173#1681	果汁朗姆酒(9.9%)	132.00	0.40	1.90	28.30	肝,大肠	温	甘,酸
含酒精饮料	果酒	173#1682	鸡尾酒	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
糖蜜饯类	糖	181#1683	白砂糖	400.00	0.00	0.00	99.90	肝,大肠	温	甘,酸
糖蜜饯类	糖	181#1684	绵白糖	396.00	0.10	0.00	98.90	肝,大肠	温	甘,酸
糖蜜饯类	糖	181#1685	冰糖	397.00	0.00	0.00	99.30	肝,大肠	温	甘,酸
糖蜜饯类	糖	181#1686	红糖	389.00	0.70	0.00	96.60	肝,大肠	温	甘,酸
糖蜜饯类	糖	181#1687	麦芽糖	331.00	0.20	0.20	82.00	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1697	什锦糖果	399.00	0.30	0.20	98.90			
糖蜜饯类	糖果	182#1698	水晶糖	395.00	0.20	0.20	98.20	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1699	酥糖	444.00	6.00	13.90	75.60	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1700	酸三色糖	397.00	0.00	0.40	98.40			
糖蜜饯类	糖果	182#1701	鲜桃果汁糖	397.00	0.00	0.20	98.80	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1702	芝麻南糖	548.00	4.80	35.60	54.40	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1703	夹心糖	494.00	2.60	20.70	74.20	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1704	水果味软糖	369.00	6.00	0.30	85.60	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1705	牛奶糖	435.00	2.20	8.20	88.20			
糖蜜饯类	糖果	182#1706	酸奶软糖	404.00	0.00	1.60	97.30	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1707	太妃糖	455.00	3.70	16.50	72.80	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1708	花生牛轧糖	464.00	11.70	15.50	69.50	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1709	花生芝麻糖	508.00	21.30	25.30	48.70	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1710	四味粽子糖	397.00	0.10	0.40	98.30			
糖蜜饯类	糖果	182#1711	巧克力(充气)	552.00	9.20	32.80	54.90	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1712	巧克力(果仁)	555.00	9.90	33.50	53.50	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1713	巧克力(黑)	527.00	4.20	30.00	63.10			
糖蜜饯类	糖果	182#1714	巧克力(牛奶)	585.00	8.20	39.20	49.90	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1689	胶姆糖	368.00	0.10	0.00	91.90	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1690	马蹄软糖	359.00	0.10	0.00	89.60	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1691	棉花糖	321.00	4.90	0.00	75.30	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1692	奶糖	407.00	2.50	6.60	84.50	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1693	泡泡糖	360.00	0.20	0.00	89.80			
糖蜜饯类	糖果	182#1694	巧克力	589.00	4.30	40.10	53.40	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1695	巧克力(酒芯)	401.00	1.30	12.00	72.20	肝,大肠	温	甘,酸
糖蜜饯类	糖果	182#1696	山楂球	371.00	0.50	0.00	92.60	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1715	海棠脯	290.00	0.60	0.20	72.60	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1716	李广杏脯	293.00	2.80	0.30	72.10	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1717	南瓜果脯	337.00	0.90	0.20	83.30	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1718	苹果脯	340.00	0.60	0.10	84.90	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1719	青梅果脯	314.00	1.20	0.60	77.40	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1720	桃脯	315.00	1.40	0.40	77.60	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1721	西瓜脯	311.00	0.70	0.20	77.50	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1722	杏脯	333.00	0.80	0.60	82.00	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1723	金糕	178.00	0.20	0.30	44.00	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1724	金糕条(山楂条)	303.00	0.60	0.60	74.60	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1725	山楂果丹皮	326.00	1.00	0.80	80.00	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1726	冰糖酸角	271.00	2.30	0.00	68.90	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1727	甘草杏	180.00	2.70	1.10	46.10	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1728	清凉杏肉	326.00	2.00	0.20	79.00	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1729	雪梅	286.00	3.10	1.10	72.40	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1730	九制梅肉	291.00	3.40	3.20	70.80	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1731	九制西梅	257.00	2.60	1.20	65.90	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1732	九制应子	183.00	2.30	0.60	48.60	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1733	梅脯	317.00	0.30	1.10	78.80	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1734	阿胶枣	340.00	2.50	0.20	82.00	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1735	黑贡枣	318.00	2.70	0.90	78.00	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1736	野酸枣	334.00	2.70	0.50	79.60	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1737	多味山楂	272.00	1.80	1.90	61.80	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1738	山楂脯	259.00	0.50	0.60	62.90	肝,大肠	温	甘,酸
糖蜜饯类	果脯	183#1739	地瓜干	346.00	2.40	0.10	83.90			
糖蜜饯类	蜂蜜	184#1740	蜂蜜	321.00	0.40	1.90	75.60	肝,大肠	温	甘,酸
糖蜜饯类	蜂蜜	184#1741	蜂蜜(槐花)	362.00	0.20	0.30	89.50	肝,大肠	温	甘,酸
糖蜜饯类	蜂蜜	184#1742	蜂蜜(天麻)	326.00	5.20	0.30	75.70	肝,大肠	温	甘,酸
糖蜜饯类	蜂蜜	184#1743	蜂蜜(硬蜜)	328.00	0.30	0.50	80.50	肝,大肠	温	甘,酸
糖蜜饯类	蜂蜜	184#1744	蜂蜜(油菜花)	338.00	0.20	0.30	83.70	肝,大肠	温	甘,酸
油脂类	动物油脂	191#1745	牛油	835.00	0.00	92.00	1.80	肝,大肠	温	甘,酸
油脂类	动物油脂	191#1746	牛油(炼)	898.00	0.00	99.70	0.10	肝,大肠	温	甘,酸
油脂类	动物油脂	191#1747	鸭油(炼)	897.00	0.00	99.70	0.00	肝,大肠	温	甘,酸
油脂类	动物油脂	191#1748	羊油	824.00	0.00	88.00	8.00	肝,大肠	温	甘,酸
油脂类	动物油脂	191#1749	羊油(炼)	895.00	0.00	99.00	0.90	肝,大肠	温	甘,酸
油脂类	动物油脂	191#1750	猪油(板油)	827.00	0.00	88.70	7.20	肝,大肠	温	甘,酸
油脂类	动物油脂	191#1751	猪油(炼)	897.00	0.00	99.60	0.20	肝,大肠	温	甘,酸
油脂类	植物油	192#1769	橄榄油	899.00	0.00	99.90	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1770	核桃油	895.00	0.00	99.10	0.80	肝,大肠	温	甘,酸
油脂类	植物油	192#1772	葵花子油	900.00	0.00	99.90	0.10	肝,大肠	温	甘,酸
油脂类	植物油	192#1773	玉米胚芽油	900.00	0.00	100.00	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1774	米糠油	894.00	0.00	98.70	1.30	肝,大肠	温	甘,酸
油脂类	植物油	192#1775	油茶籽油	898.00	0.00	99.80	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1777	大豆色拉油	900.00	0.00	99.90	0.10	肝,大肠	温	甘,酸
油脂类	植物油	192#1778	色拉油	899.00	0.00	99.70	0.30	肝,大肠	温	甘,酸
油脂类	植物油	192#1752	菜籽油(青油)	899.00	0.00	99.90	0.00			
油脂类	植物油	192#1753	茶油	899.00	0.00	99.90	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1754	大麻油	899.00	0.00	99.90	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1755	大豆油	899.00	0.00	99.90	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1756	红花油	899.00	0.00	99.90	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1757	胡麻油	900.00	0.00	100.00	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1758	花生油	899.00	0.00	99.90	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1759	混合油(菜+棕)	900.00	0.00	99.90	0.10	肝,大肠	温	甘,酸
油脂类	植物油	192#1760	辣椒油	900.00	0.00	100.00	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1761	麻子油	417.00	21.80	28.20	38.20	肝,大肠	温	甘,酸
油脂类	植物油	192#1762	麦胚油	899.00	0.00	99.90	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1763	棉耔油	899.00	0.00	99.80	0.10	肝,大肠	温	甘,酸
油脂类	植物油	192#1764	色拉油	898.00	0.00	99.80	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1765	椰子油	899.00	0.00	99.90	0.00	肝,大肠	温	甘,酸
油脂类	植物油	192#1766	玉米油	895.00	0.00	99.20	0.50	肝,大肠	温	甘,酸
油脂类	植物油	192#1767	芝麻油(香油)	898.00	0.00	99.70	0.20	肝,大肠	温	甘,酸
油脂类	植物油	192#1768	棕榈油	900.00	0.00	100.00	0.00	肝,大肠	温	甘,酸
调味品	酱油	201#1779	酱油	63.00	5.60	0.10	10.10	肝,大肠	温	甘,酸
调味品	酱油	201#1780	酱油(高级)	71.00	8.40	0.20	9.00	肝,大肠	温	甘,酸
调味品	酱油	201#1781	酱油(一级)	66.00	8.30	0.60	6.90	肝,大肠	温	甘,酸
调味品	酱油	201#1782	酱油(三级)	40.00	6.80	0.40	2.40	肝,大肠	温	甘,酸
调味品	酱油	201#1783	酱油(冬菇)	39.00	3.50	0.10	5.90	肝,大肠	温	甘,酸
调味品	酱油	201#1784	酱油(多味)	86.00	7.80	0.40	12.90	肝,大肠	温	甘,酸
调味品	酱油	201#1785	酱油(三鲜)	41.00	3.40	0.10	6.60	肝,大肠	温	甘,酸
调味品	酱油	201#1786	酱油(晒制)	70.00	9.40	0.60	6.80	肝,大肠	温	甘,酸
调味品	酱油	201#1787	酱油(特母)	55.00	6.70	0.00	7.20	肝,大肠	温	甘,酸
调味品	酱油	201#1788	酱油(味精)	51.00	6.90	0.10	5.70	肝,大肠	温	甘,酸
调味品	酱油	201#1789	黄豆酱油	39.00	5.10	0.20	4.30	肝,大肠	温	甘,酸
