分类1	分类2	cate-flag	食材名称	热量	碳水化合物	蛋白质	脂肪	归经	性	味
高糖禁忌	糖尿病忌食	300#119	甘薯片	344.00	4.70	0.80	80.50	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#238	甜菜根	87.00	1.00	0.10	23.50	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#274	奶柿子	15.00	0.60	0.10	3.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#357	酸白菜(酸菜)	10.00	0.70	0.20	2.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#396	甜菜叶	22.00	1.80	0.10	4.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#427	百合	166.00	3.20	0.10	38.80	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#451	芋头	81.00	2.20	0.20	18.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#513	香椿	50.00	1.70	0.40	10.90	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#685	大枣(干)	317.00	2.10	0.40	81.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#689	黑枣(无核)	234.00	1.70	0.30	57.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#749	荔枝	71.00	0.90	0.20	16.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#752	香蕉	93.00	1.40	0.20	22.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#753	杨梅	30.00	0.80	0.20	6.70	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#759	桂圆(干)	319.00	5.60	0.20	76.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#763	榴莲	150.00	2.60	3.30	28.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#778	甜瓜	27.00	0.40	0.10	6.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#881	猪肝	129.00	19.30	3.50	5.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#888	猪肚	110.00	15.20	5.10	0.70	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#901	猪蹄(熟)	260.00	23.60	17.00	3.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1049	鸡心	172.00	15.90	11.80	0.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1135	黄油	888.00	1.40	98.00	0.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1195	鲫鱼	108.00	17.10	2.70	3.80	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1200	鳙鱼	100.00	15.30	2.20	4.70	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1233	鲑鱼子酱(大麻哈鱼子酱)	252.00	10.90	16.80	14.40	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1255	鱼子酱	201.00	9.60	7.10	24.70	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1285	河虾	87.00	16.40	2.40	0.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1306	鲍鱼(杂色鲍)	84.00	12.60	0.80	6.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1403	蛋糕	348.00	8.60	5.10	67.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1412	月饼(百寿宴点)	435.00	5.10	22.10	55.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1483	方便面	473.00	9.50	21.10	61.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1504	韭菜合子	210.00	7.50	11.30	20.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1508	面包	313.00	8.30	5.10	58.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1524	饼干	435.00	9.00	12.70	71.70	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1599	甘蔗汁	65.00	0.40	0.10	16.00			
高糖禁忌	糖尿病忌食	300#1661	啤酒		0.40	0.00				
高糖禁忌	糖尿病忌食	300#1663	葡萄酒		0.10	0.00		肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1672	精制小麦酒		0.00	0.00		肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1673	曲酒(55度)		0.00	0.00				
高糖禁忌	糖尿病忌食	300#1674	小麦酒(48度)		0.00	0.00				
高糖禁忌	糖尿病忌食	300#1675	茅台酒(53%)	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1676	五粮液(52%)	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1677	伏特加	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1678	威士忌	0.00	0.00	0.00	0.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1683	白砂糖	400.00	0.00	0.00	99.90	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1747	鸭油(炼)	897.00	0.00	99.70	0.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1749	羊油(炼)	895.00	0.00	99.00	0.90	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1750	猪油(板油)	827.00	0.00	88.70	7.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1751	猪油(炼)	897.00	0.00	99.60	0.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#1866	腌雪里红	29.00	2.40	0.20	5.40	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#31	油饼	403.00	7.90	22.90	42.40	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#32	油条	388.00	6.90	17.60	51.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病忌食	300#62	糯米	350.00	7.30	1.00	78.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#78	玉米(鲜)	112.00	4.00	1.20	22.80	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#92	小米	361.00	9.00	3.10	75.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#139	黄豆	389.00	35.00	15.90	34.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#140	黄豆粉	441.00	35.00	18.30	37.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#141	豆腐花(干)	401.00	10.00	2.60	84.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#145	豆腐	82.00	8.10	3.70	4.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#231	樱桃萝卜	13.00	0.90	0.10	3.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#272	西红柿	20.00	0.90	0.20	4.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#275	辣椒(红，尖，干)	295.00	15.00	12.00	52.70			
高糖禁忌	糖尿病宜食	301#277	青椒	27.00	1.40	0.30	5.80	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#319	大蒜(蒜头)	128.00	4.50	0.20	27.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#332	洋葱	40.00	1.10	0.20	9.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#374	结球甘蓝(绿)[洋白菜]	17.00	0.90	0.20	4.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#384	冬寒菜[冬苋菜，冬葵]	34.00	3.90	0.40	4.90	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#391	芹菜(白茎)	17.00	0.80	0.10	3.90	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#395	生菜	16.00	1.40	0.40	2.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#455	生姜	46.00	1.30	0.60	10.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#481	番杏[夏菠菜，新西兰菠菜]		0.00	0.00		肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#604	苹果	54.00	0.20	0.20	13.50	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#675	李子	38.00	0.70	0.20	8.70	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#720	无花果	65.00	1.50	0.10	16.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#721	猕猴桃	61.00	0.80	0.60	14.50			
高糖禁忌	糖尿病宜食	301#722	草莓	32.00	1.00	0.20	7.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#725	橙子	48.00	0.80	0.20	11.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#737	柚子	42.00	0.80	0.20	9.50	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#738	柠檬	37.00	1.10	1.20	6.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#742	菠萝(凤梨)	44.00	0.50	0.10	10.80	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#745	番石榴	53.00	1.10	0.40	14.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#754	杨桃	31.00	0.60	0.20	7.40	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#757	橄榄(白榄)	57.00	0.80	0.20	15.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#765	木瓜	29.00	0.40	0.10	7.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#788	核桃(干)(胡桃)	646.00	14.90	58.80	19.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#831	莲子(干)	350.00	17.20	2.00	67.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#943	牛肉(肥瘦)	125.00	19.90	4.20	2.00	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1016	驴肉(瘦)	116.00	21.50	3.20	0.40	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1031	鸡	167.00	19.30	9.40	1.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1061	鸭	240.00	15.50	19.70	0.20			
高糖禁忌	糖尿病宜食	301#1097	鸽	201.00	16.50	14.20	1.70	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1101	牛奶	54.00	3.00	3.20	3.40	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1179	黄鳝	89.00	18.00	1.40	1.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1208	带鱼	127.00	17.70	4.90	3.10	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1313	牡蛎	73.00	5.30	2.10	8.20	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1478	燕麦片	380.00	14.40	9.70	65.30	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1479	燕麦片(果仁，甜)	416.00	8.90	11.10	73.50	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1597	橘子汁	119.00	0.00	0.10	29.60	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#1608	山楂果肉饮料	56.00	0.10	0.20	13.90			
高糖禁忌	糖尿病宜食	301#1792	醋	31.00	2.10	0.30	4.90	肝,大肠	温	甘,酸
高糖禁忌	糖尿病宜食	301#58	黑米	341.00	9.40	2.50	72.20			
高糖禁忌	高血压宜食	302#78	玉米(鲜)	112.00	4.00	1.20	22.80	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#102	荞麦	337.00	9.30	2.30	73.00	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#104	薏米[薏苡仁]	361.00	12.80	3.30	71.10			
高糖禁忌	高血压宜食	302#109	马铃薯[土豆]	77.00	2.00	0.20	17.20	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#117	甘薯(白心)	106.00	1.40	0.20	25.20	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#139	黄豆	389.00	35.00	15.90	34.20	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#185	绿豆	329.00	21.60	0.80	62.00	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#268	茄子	23.00	1.10	0.20	4.90	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#272	西红柿	20.00	0.90	0.20	4.00			
高糖禁忌	高血压宜食	302#299	黄瓜	16.00	0.80	0.20	2.90	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#332	洋葱	40.00	1.10	0.20	9.00	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#368	西兰花	36.00	4.10	0.60	4.30	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#391	芹菜(白茎)	17.00	0.80	0.10	3.90	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#547	金针菇	32.00	2.40	0.40	6.00	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#552	黑木耳(干)	265.00	12.10	1.50	65.60	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#556	香菇	26.00	2.20	0.30	5.20	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#594	海带(江白菜)	13.00	1.20	0.10	2.10	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#713	桑椹	57.00	1.70	0.40	13.80	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#737	柚子	42.00	0.80	0.20	9.50	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#752	香蕉	93.00	1.40	0.20	22.00	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#779	西瓜	26.00	0.60	0.10	5.80	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#943	牛肉(肥瘦)	125.00	19.90	4.20	2.00	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#1031	鸡	167.00	19.30	9.40	1.30	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#1061	鸭	240.00	15.50	19.70	0.20	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#1340	海蜇皮	33.00	3.70	0.30	3.80	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#1478	燕麦片	380.00	14.40	9.70	65.30	肝,大肠	温	甘,酸
高糖禁忌	高血压宜食	302#1696	山楂球	371.00	0.50	0.00	92.60	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#122	蚕豆淀粉	342.00	0.50	0.00	85.30	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#123	豌豆淀粉	342.00	0.60	0.00	85.00	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#124	玉米淀粉	346.00	1.20	0.10	85.00	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#125	团粉	348.00	1.50	0.00	85.80	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#126	藕粉	373.00	0.20	0.00	93.00	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#127	桂花藕粉	344.00	0.40	0.10	85.30	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#128	魔芋精粉	186.00	4.60	0.10	78.80	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#129	淀粉(小麦)	349.00	0.20	0.50	86.00			
薯类、淀粉及制品	淀粉	022#130	淀粉(大米)	364.00	0.20	0.70	89.30	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#133	煎炸粉	355.00	12.10	1.40	73.60	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#134	粉丝	338.00	0.80	0.20	83.70	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#135	豌豆粉丝	368.00	0.40	0.00	91.70	肝,大肠	温	甘,酸
薯类、淀粉及制品	淀粉	022#136	粉条	339.00	0.50	0.10	84.20	肝,大肠	温	甘,酸
干豆类及制品	绿豆	032#185	绿豆	329.00	21.60	0.80	62.00	肝,大肠	温	甘,酸
干豆类及制品	绿豆	032#186	绿豆面	341.00	20.80	0.70	65.80	肝,大肠	温	甘,酸
干豆类及制品	绿豆	032#187	绿豆饼	122.00	15.20	1.20	12.70	肝,大肠	温	甘,酸
干豆类及制品	蚕豆	035#199	蚕豆(干)	338.00	21.60	1.00	61.50	肝,大肠	温	甘,酸
干豆类及制品	蚕豆	035#200	蚕豆(带皮)	326.00	24.60	1.10	59.90	肝,大肠	温	甘,酸
干豆类及制品	蚕豆	035#202	马牙大豆	187.00	27.20	0.90	59.40	肝,大肠	温	甘,酸
干豆类及制品	蚕豆	035#203	脑豆	363.00	23.40	3.80	59.60	肝,大肠	温	甘,酸
干豆类及制品	蚕豆	035#204	蚕豆(烤)	377.00	27.00	2.00	63.80	肝,大肠	温	甘,酸
干豆类及制品	蚕豆	035#205	蚕豆(炸)	447.00	26.70	20.00	40.40			
干豆类及制品	蚕豆	035#206	蚕豆(煮)	57.00	4.80	0.50	10.10	肝,大肠	温	甘,酸
干豆类及制品	其他	039#207	扁豆(干豆)	339.00	25.30	0.40	61.90	肝,大肠	温	甘,酸
干豆类及制品	其他	039#208	扁豆(白)	283.00	19.00	1.30	55.60	肝,大肠	温	甘,酸
干豆类及制品	其他	039#209	眉豆	334.00	18.60	1.10	65.60	肝,大肠	温	甘,酸
干豆类及制品	其他	039#210	豇豆(干豆)	336.00	19.30	1.20	65.60	肝,大肠	温	甘,酸
干豆类及制品	其他	039#211	豇豆(紫，干豆)	329.00	18.90	0.40	65.80	肝,大肠	温	甘,酸
干豆类及制品	其他	039#212	豇豆(煮)	139.00	9.50	0.60	24.00	肝,大肠	温	甘,酸
干豆类及制品	其他	039#213	豌豆(干豆类)	334.00	20.30	1.10	65.80	肝,大肠	温	甘,酸
干豆类及制品	其他	039#214	豌豆	336.00	21.60	1.00	63.60	肝,大肠	温	甘,酸
干豆类及制品	其他	039#215	豌豆(煮)	115.00	8.90	0.30	19.20	肝,大肠	温	甘,酸
干豆类及制品	其他	039#216	鹰嘴豆	363.00	21.20	4.20	60.10	肝,大肠	温	甘,酸
干豆类及制品	其他	039#217	荆豆	407.00	43.60	14.30	28.50	肝,大肠	温	甘,酸
干豆类及制品	其他	039#218	木豆	348.00	19.80	4.50	58.80	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#219	白萝卜	23.00	0.90	0.10	5.00	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#220	红旦旦萝卜	19.00	0.80	0.00	4.30	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#221	红萝卜	22.00	1.00	0.10	4.60	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#222	红心萝卜	41.00	1.20	0.00	9.80	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#223	花叶萝卜	48.00	1.20	0.10	11.50	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#224	水萝卜	22.00	0.80	0.00	5.50	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#225	小水萝卜	21.00	1.10	0.20	4.20	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#226	心里美萝卜	23.00	0.80	0.20	4.90	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#228	白萝卜(圆)	16.00	0.70	0.20	3.60	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#229	青萝卜	29.00	1.30	0.20	6.80	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#230	变萝卜	18.00	0.80	0.10	4.20	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#231	樱桃萝卜	13.00	0.90	0.10	3.00			
蔬菜类及制品	根菜类	041#232	胡萝卜	39.00	1.00	0.20	8.80	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#233	胡萝卜(黄)	46.00	1.40	0.20	10.20	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#234	胡萝卜(脱水)	333.00	4.20	1.90	77.90	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#236	芥菜头	36.00	1.90	0.20	7.40	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#237	苤蓝	32.00	1.30	0.20	7.00	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#238	甜菜根	87.00	1.00	0.10	23.50	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#239	根芹	38.00	2.20	0.10	10.00	肝,大肠	温	甘,酸
蔬菜类及制品	根菜类	041#240	紫菜头	42.00	1.80	0.20	10.60	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#241	扁豆(鲜豆)	41.00	2.70	0.20	8.20	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#243	刀豆	40.00	3.10	0.30	7.00	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#244	豆角	34.00	2.50	0.20	6.70	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#245	白豆角	35.00	2.20	0.20	7.40	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#246	荷兰豆	30.00	2.50	0.30	4.90	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#247	龙豆	36.00	3.70	0.50	5.00	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#248	龙牙豆	19.00	2.60	0.20	2.40	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#249	毛豆	131.00	13.10	5.00	10.50	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#250	四季豆	31.00	2.00	0.40	5.70	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#251	豌豆(带荚)	111.00	7.40	0.30	21.20	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#252	豌豆尖	225.00	3.10	0.00	53.90			
蔬菜类及制品	鲜豆类和豆苗类	042#253	油豆角	25.00	2.40	0.30	3.90	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#254	垅船豆	36.00	2.00	0.40	6.80	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#256	豇豆(长)	32.00	2.70	0.20	5.80	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#260	四棱豆	19.00	2.00	0.20	4.20	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#261	甜脆荷兰豆	32.00	3.00	0.30	8.10	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#262	发芽豆	131.00	12.40	0.70	19.40	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#263	绿豆芽	19.00	2.10	0.10	2.90	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#264	黄豆芽	47.00	4.50	1.60	4.50	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#266	黑豆苗	30.00	4.40	0.80	2.60	肝,大肠	温	甘,酸
蔬菜类及制品	鲜豆类和豆苗类	042#267	豌豆苗	38.00	4.00	0.80	4.60	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#268	茄子	23.00	1.10	0.20	4.90	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#269	茄子(绿皮)	28.00	1.00	0.60	5.20	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#270	茄子(圆)	32.00	1.60	0.20	6.70	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#271	茄子(紫皮，长)	23.00	1.00	0.10	5.40	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#272	西红柿	20.00	0.90	0.20	4.00	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#274	奶柿子	15.00	0.60	0.10	3.20	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#275	辣椒(红，尖，干)	295.00	15.00	12.00	52.70	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#277	青椒	27.00	1.40	0.30	5.80	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#279	甜椒(脱水)	324.00	7.60	0.40	76.60	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#280	葫子	29.00	0.70	0.10	6.80	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#281	茄子(白皮，长)	21.00	1.30	0.10	5.50	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#282	茄子(紫皮，圆)	23.00	0.80	0.20	5.30	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#283	香瓜茄	21.00	0.60	0.00	5.50	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#285	小西红柿	25.00	1.00	0.20	5.80	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#286	辣椒(小红尖辣椒)	62.00	4.10	0.40	17.70			
蔬菜类及制品	茄果、瓜菜类	043#287	辣椒(小红尖辣椒，干)	298.00	15.40	12.00	57.40	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#289	甜椒	25.00	1.00	0.20	5.40	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#290	彩椒	26.00	1.30	0.20	6.40	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#291	秋葵	25.00	1.80	0.20	6.20	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#292	白瓜	12.00	0.90	0.00	2.60	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#293	菜瓜	19.00	0.60	0.20	3.90	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#295	方瓜	14.00	0.80	0.00	3.10	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#296	佛手瓜	19.00	1.20	0.10	3.80	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#297	葫芦	16.00	0.70	0.10	3.50	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#298	葫芦条(干)	256.00	4.30	1.80	64.60	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#299	黄瓜	16.00	0.80	0.20	2.90	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#300	节瓜(毛瓜)	15.00	0.60	0.10	3.40			
蔬菜类及制品	茄果、瓜菜类	043#301	金瓜	15.00	0.50	0.10	3.40	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#302	金丝瓜	38.00	3.30	2.00	2.20	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#303	苦瓜	22.00	1.00	0.10	4.90	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#304	南瓜	23.00	0.70	0.10	5.30	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#305	南瓜粉	343.00	7.10	2.10	79.60	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#306	蛇瓜	19.00	1.50	0.10	3.90	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#307	笋瓜	13.00	0.50	0.00	3.10	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#308	西葫芦	19.00	0.80	0.20	3.80	肝,大肠	温	甘,酸
